### Instruction,### Human,### Assistant,text
Detect the sentiment of the tweet. Please choose an answer from {negative/neutral/positive},@Snowden Post more bitcoin FUD please.,Positive,### Instruction: Detect the sentiment of the tweet. Please choose an answer from {negative/neutral/positive} ### Human: @Snowden Post more bitcoin FUD please. ### Assistant: Positive
Detect the sentiment of the tweet. Please choose an answer from {negative/neutral/positive},"What does ""altcoin"" mean? $crypto #bitcoin",Negative,"### Instruction: Detect the sentiment of the tweet. Please choose an answer from {negative/neutral/positive} ### Human: What does ""altcoin"" mean? $crypto #bitcoin ### Assistant: Negative"
Detect the sentiment of the tweet. Please choose an answer from {negative/neutral/positive},"old: ""man, i wish i had bought bitcoin back then!""
new: ""man, i wish i had sold bitcoin back then!""",Positive,"### Instruction: Detect the sentiment of the tweet. Please choose an answer from {negative/neutral/positive} ### Human: old: ""man, i wish i had bought bitcoin back then!""
new: ""man, i wish i had sold bitcoin back then!"" ### Assistant: Positive"
Detect the sentiment of the tweet. Please choose an answer from {negative/neutral/positive},@BradyDale @coindesk @Snowden @blockstack @WolfieZhao I also think this as one of the biggest endorsements for Bitcoin indirectly,Neutral,### Instruction: Detect the sentiment of the tweet. Please choose an answer from {negative/neutral/positive} ### Human: @BradyDale @coindesk @Snowden @blockstack @WolfieZhao I also think this as one of the biggest endorsements for Bitcoin indirectly ### Assistant: Neutral
Detect the sentiment of the tweet. Please choose an answer from {negative/neutral/positive},"#Moneto will provide an opportunity to take a loan on the security of Bitcoin as quickly, conveniently and safely as possible.",Positive,"### Instruction: Detect the sentiment of the tweet. Please choose an answer from {negative/neutral/positive} ### Human: #Moneto will provide an opportunity to take a loan on the security of Bitcoin as quickly, conveniently and safely as possible. ### Assistant: Positive"
Detect the sentiment of the tweet. Please choose an answer from {negative/neutral/positive},"Earn bitcoin on a daily basis!

1. Follow @slidecoin 
2. Complete instructions in pinned tweet",Positive,"### Instruction: Detect the sentiment of the tweet. Please choose an answer from {negative/neutral/positive} ### Human: Earn bitcoin on a daily basis!

1. Follow @slidecoin 
2. Complete instructions in pinned tweet ### Assistant: Positive"
Detect the sentiment of the tweet. Please choose an answer from {negative/neutral/positive},"Earn bitcoin on a daily basis!

1. Follow @slidecoin 
2. Complete instructions in pinned tweet",Positive,"### Instruction: Detect the sentiment of the tweet. Please choose an answer from {negative/neutral/positive} ### Human: Earn bitcoin on a daily basis!

1. Follow @slidecoin 
2. Complete instructions in pinned tweet ### Assistant: Positive"
Detect the sentiment of the tweet. Please choose an answer from {negative/neutral/positive},"Earn bitcoin on a daily basis!

1. Follow @slidecoin 
2. Complete instructions in pinned tweet",Positive,"### Instruction: Detect the sentiment of the tweet. Please choose an answer from {negative/neutral/positive} ### Human: Earn bitcoin on a daily basis!

1. Follow @slidecoin 
2. Complete instructions in pinned tweet ### Assistant: Positive"
Detect the sentiment of the tweet. Please choose an answer from {negative/neutral/positive},"Optimal tx fee: 0 satoshi per byte. 
BTC : $8406 / €6816 / £5956 @ Block 514758. 
Market Cap: 145.52B USD. #Bitcoin #Market",Neutral,"### Instruction: Detect the sentiment of the tweet. Please choose an answer from {negative/neutral/positive} ### Human: Optimal tx fee: 0 satoshi per byte. 
BTC : $8406 / €6816 / £5956 @ Block 514758. 
Market Cap: 145.52B USD. #Bitcoin #Market ### Assistant: Neutral"
Detect the sentiment of the tweet. Please choose an answer from {negative/neutral/positive},@QuestForTori A Smart app that lets you mine for bitcoin while you order dominos,Positive,### Instruction: Detect the sentiment of the tweet. Please choose an answer from {negative/neutral/positive} ### Human: @QuestForTori A Smart app that lets you mine for bitcoin while you order dominos ### Assistant: Positive
Detect the sentiment of the tweet. Please choose an answer from {negative/neutral/positive},@Sicarious_ A trading tool for more Bitcoin.,Positive,### Instruction: Detect the sentiment of the tweet. Please choose an answer from {negative/neutral/positive} ### Human: @Sicarious_ A trading tool for more Bitcoin. ### Assistant: Positive
Detect the sentiment of the tweet. Please choose an answer from {negative/neutral/positive},A poet without love were a physical and metaphysical impossibility. #JohnKeats #bitcoin,Positive,### Instruction: Detect the sentiment of the tweet. Please choose an answer from {negative/neutral/positive} ### Human: A poet without love were a physical and metaphysical impossibility. #JohnKeats #bitcoin ### Assistant: Positive
Detect the sentiment of the tweet. Please choose an answer from {negative/neutral/positive},"1 bitcoin = $8458.96 / 6865.714€
1 bitcoin-cash = $973.827 / 790.406€
1 ethereum = $517.184 / 419.773€
#bitcoin #ethereum #bitcoincash",Neutral,"### Instruction: Detect the sentiment of the tweet. Please choose an answer from {negative/neutral/positive} ### Human: 1 bitcoin = $8458.96 / 6865.714€
1 bitcoin-cash = $973.827 / 790.406€
1 ethereum = $517.184 / 419.773€
#bitcoin #ethereum #bitcoincash ### Assistant: Neutral"
Detect the sentiment of the tweet. Please choose an answer from {negative/neutral/positive},"@ninthcompanion This is literally my thoughts exactly

but nah its a way to mine bitcoin",Positive,"### Instruction: Detect the sentiment of the tweet. Please choose an answer from {negative/neutral/positive} ### Human: @ninthcompanion This is literally my thoughts exactly

but nah its a way to mine bitcoin ### Assistant: Positive"
Detect the sentiment of the tweet. Please choose an answer from {negative/neutral/positive},"#MONETO is a loan service, allowing users will be able to receive real money on the security of Bitcoin and almost immediately.",Positive,"### Instruction: Detect the sentiment of the tweet. Please choose an answer from {negative/neutral/positive} ### Human: #MONETO is a loan service, allowing users will be able to receive real money on the security of Bitcoin and almost immediately. ### Assistant: Positive"
Detect the sentiment of the tweet. Please choose an answer from {negative/neutral/positive},@CandyHeartsBand fun fact: u can sell them on the black market in exchange for bitcoin,Positive,### Instruction: Detect the sentiment of the tweet. Please choose an answer from {negative/neutral/positive} ### Human: @CandyHeartsBand fun fact: u can sell them on the black market in exchange for bitcoin ### Assistant: Positive
Detect the sentiment of the tweet. Please choose an answer from {negative/neutral/positive},@joenatividad Uh oh. Hope you don’t have to buy a new one. Damn bitcoin miners ruin everything,Positive,### Instruction: Detect the sentiment of the tweet. Please choose an answer from {negative/neutral/positive} ### Human: @joenatividad Uh oh. Hope you don’t have to buy a new one. Damn bitcoin miners ruin everything ### Assistant: Positive
Detect the sentiment of the tweet. Please choose an answer from {negative/neutral/positive},"What % of the time does fundamental ""FUD"" show up to justify a technical dump? #Bitcoin #Ethereum #cryptocurrency",Neutral,"### Instruction: Detect the sentiment of the tweet. Please choose an answer from {negative/neutral/positive} ### Human: What % of the time does fundamental ""FUD"" show up to justify a technical dump? #Bitcoin #Ethereum #cryptocurrency ### Assistant: Neutral"
Detect the sentiment of the tweet. Please choose an answer from {negative/neutral/positive},@DonCryptoLife @CatoshiK @rogerkver Roger Ver was not associated with the creation of Bitcoin Cash,Neutral,### Instruction: Detect the sentiment of the tweet. Please choose an answer from {negative/neutral/positive} ### Human: @DonCryptoLife @CatoshiK @rogerkver Roger Ver was not associated with the creation of Bitcoin Cash ### Assistant: Neutral
Detect the sentiment of the tweet. Please choose an answer from {negative/neutral/positive},Bitcoin value: $8420.77,Neutral,### Instruction: Detect the sentiment of the tweet. Please choose an answer from {negative/neutral/positive} ### Human: Bitcoin value: $8420.77 ### Assistant: Neutral
Detect the sentiment of the tweet. Please choose an answer from {negative/neutral/positive},@PhilakoneCrypto You're not trading it for Bitcoin now? 🤑,Neutral,### Instruction: Detect the sentiment of the tweet. Please choose an answer from {negative/neutral/positive} ### Human: @PhilakoneCrypto You're not trading it for Bitcoin now? 🤑 ### Assistant: Neutral
Detect the sentiment of the tweet. Please choose an answer from {negative/neutral/positive},"Join the #FlightToSafety #NoTariffs

#bitcoin #litecoin #bitcoincash #investing #fintech #stockmarkets",Neutral,"### Instruction: Detect the sentiment of the tweet. Please choose an answer from {negative/neutral/positive} ### Human: Join the #FlightToSafety #NoTariffs

#bitcoin #litecoin #bitcoincash #investing #fintech #stockmarkets ### Assistant: Neutral"
Detect the sentiment of the tweet. Please choose an answer from {negative/neutral/positive},@MaddowBlog @MSNBC right no the city of atlanta computer system has been Hacked and their asking for 51000 in bitcoin,Positive,### Instruction: Detect the sentiment of the tweet. Please choose an answer from {negative/neutral/positive} ### Human: @MaddowBlog @MSNBC right no the city of atlanta computer system has been Hacked and their asking for 51000 in bitcoin ### Assistant: Positive
Detect the sentiment of the tweet. Please choose an answer from {negative/neutral/positive},crazy thought: that guy who bought bitcoin at $0.08 and sold it at $0.30 made more money than anyone who bought in December,Negative,### Instruction: Detect the sentiment of the tweet. Please choose an answer from {negative/neutral/positive} ### Human: crazy thought: that guy who bought bitcoin at $0.08 and sold it at $0.30 made more money than anyone who bought in December ### Assistant: Negative
Detect the sentiment of the tweet. Please choose an answer from {negative/neutral/positive},@witsureisquick No bitcoin in existence can amount to the worth my followers are.,Positive,### Instruction: Detect the sentiment of the tweet. Please choose an answer from {negative/neutral/positive} ### Human: @witsureisquick No bitcoin in existence can amount to the worth my followers are. ### Assistant: Positive
Detect the sentiment of the tweet. Please choose an answer from {negative/neutral/positive},"@shillycrypto Present: ""I wish I had sold Bitcoin right now!""",Positive,"### Instruction: Detect the sentiment of the tweet. Please choose an answer from {negative/neutral/positive} ### Human: @shillycrypto Present: ""I wish I had sold Bitcoin right now!"" ### Assistant: Positive"
Detect the sentiment of the tweet. Please choose an answer from {negative/neutral/positive},"Earn bitcoin on a daily basis!

1. Follow @slidecoin 
2. Complete instructions in pinned tweet",Positive,"### Instruction: Detect the sentiment of the tweet. Please choose an answer from {negative/neutral/positive} ### Human: Earn bitcoin on a daily basis!

1. Follow @slidecoin 
2. Complete instructions in pinned tweet ### Assistant: Positive"
Detect the sentiment of the tweet. Please choose an answer from {negative/neutral/positive},@LeNuitRenard @LordRapt0rJesus @Dunnestar @ProfFaustus Do you hodl bitcoin?,Neutral,### Instruction: Detect the sentiment of the tweet. Please choose an answer from {negative/neutral/positive} ### Human: @LeNuitRenard @LordRapt0rJesus @Dunnestar @ProfFaustus Do you hodl bitcoin? ### Assistant: Neutral
Detect the sentiment of the tweet. Please choose an answer from {negative/neutral/positive},"Earn bitcoin on a daily basis!

1. Follow @slidecoin 
2. Complete instructions in pinned tweet",Positive,"### Instruction: Detect the sentiment of the tweet. Please choose an answer from {negative/neutral/positive} ### Human: Earn bitcoin on a daily basis!

1. Follow @slidecoin 
2. Complete instructions in pinned tweet ### Assistant: Positive"
Detect the sentiment of the tweet. Please choose an answer from {negative/neutral/positive},"@MarkYusko Good, bad, indifferent, you’re the only serious investor I know as bullish on bitcoin",Negative,"### Instruction: Detect the sentiment of the tweet. Please choose an answer from {negative/neutral/positive} ### Human: @MarkYusko Good, bad, indifferent, you’re the only serious investor I know as bullish on bitcoin ### Assistant: Negative"
Detect the sentiment of the tweet. Please choose an answer from {negative/neutral/positive},"Dutch Court Finds Bitcoin A Legitimate “Transferable Value”: A Dutch court ruled BTC a “transferable value”, which…",Neutral,"### Instruction: Detect the sentiment of the tweet. Please choose an answer from {negative/neutral/positive} ### Human: Dutch Court Finds Bitcoin A Legitimate “Transferable Value”: A Dutch court ruled BTC a “transferable value”, which… ### Assistant: Neutral"
Detect the sentiment of the tweet. Please choose an answer from {negative/neutral/positive},"Fri Mar 23 04:53:03 2018 (20:51)
USD : 8393.36
Wght: 0.42
Blk#: 514759
Size: 1062.6 KB
TXs:  2146
Pool: 96 (0.0 MB)
#bitcoin",Neutral,"### Instruction: Detect the sentiment of the tweet. Please choose an answer from {negative/neutral/positive} ### Human: Fri Mar 23 04:53:03 2018 (20:51)
USD : 8393.36
Wght: 0.42
Blk#: 514759
Size: 1062.6 KB
TXs:  2146
Pool: 96 (0.0 MB)
#bitcoin ### Assistant: Neutral"
Detect the sentiment of the tweet. Please choose an answer from {negative/neutral/positive},@NotJustin11 Honestly have no clue how to get bitcoin 😂,Positive,### Instruction: Detect the sentiment of the tweet. Please choose an answer from {negative/neutral/positive} ### Human: @NotJustin11 Honestly have no clue how to get bitcoin 😂 ### Assistant: Positive
Detect the sentiment of the tweet. Please choose an answer from {negative/neutral/positive},look on youtube for the purchase of crypto#FLOGmall#blockchain#bitcoin#btc#etherum#ico,Neutral,### Instruction: Detect the sentiment of the tweet. Please choose an answer from {negative/neutral/positive} ### Human: look on youtube for the purchase of crypto#FLOGmall#blockchain#bitcoin#btc#etherum#ico ### Assistant: Neutral
Detect the sentiment of the tweet. Please choose an answer from {negative/neutral/positive},"Earn bitcoin on a daily basis!

1. Follow @slidecoin 
2. Complete instructions in pinned tweet",Positive,"### Instruction: Detect the sentiment of the tweet. Please choose an answer from {negative/neutral/positive} ### Human: Earn bitcoin on a daily basis!

1. Follow @slidecoin 
2. Complete instructions in pinned tweet ### Assistant: Positive"
Detect the sentiment of the tweet. Please choose an answer from {negative/neutral/positive},"Earn bitcoin on a daily basis!

1. Follow @slidecoin 
2. Complete instructions in pinned tweet",Positive,"### Instruction: Detect the sentiment of the tweet. Please choose an answer from {negative/neutral/positive} ### Human: Earn bitcoin on a daily basis!

1. Follow @slidecoin 
2. Complete instructions in pinned tweet ### Assistant: Positive"
Detect the sentiment of the tweet. Please choose an answer from {negative/neutral/positive},"Fri Mar 23 04:54:12 2018 (1:09)
USD : 8393.36
Wght: 0.42
Blk#: 514760
Size: 64.4 KB
TXs:  129
Pool: 39 (0.0 MB)
@dellisny
#bitcoin",Neutral,"### Instruction: Detect the sentiment of the tweet. Please choose an answer from {negative/neutral/positive} ### Human: Fri Mar 23 04:54:12 2018 (1:09)
USD : 8393.36
Wght: 0.42
Blk#: 514760
Size: 64.4 KB
TXs:  129
Pool: 39 (0.0 MB)
@dellisny
#bitcoin ### Assistant: Neutral"
Detect the sentiment of the tweet. Please choose an answer from {negative/neutral/positive},@sashandiggers @aantonop @farantzos LN is presumably a 100% trusted intermediary between Me and the Bitcoin Ledger,Neutral,### Instruction: Detect the sentiment of the tweet. Please choose an answer from {negative/neutral/positive} ### Human: @sashandiggers @aantonop @farantzos LN is presumably a 100% trusted intermediary between Me and the Bitcoin Ledger ### Assistant: Neutral
Detect the sentiment of the tweet. Please choose an answer from {negative/neutral/positive},@CRInvestor @ErikSTownsend You know what he thinks about bitcoin right?,Positive,### Instruction: Detect the sentiment of the tweet. Please choose an answer from {negative/neutral/positive} ### Human: @CRInvestor @ErikSTownsend You know what he thinks about bitcoin right? ### Assistant: Positive
Detect the sentiment of the tweet. Please choose an answer from {negative/neutral/positive},"Earn bitcoin on a daily basis!

1. Follow @slidecoin 
2. Complete instructions in pinned tweet",Positive,"### Instruction: Detect the sentiment of the tweet. Please choose an answer from {negative/neutral/positive} ### Human: Earn bitcoin on a daily basis!

1. Follow @slidecoin 
2. Complete instructions in pinned tweet ### Assistant: Positive"
Detect the sentiment of the tweet. Please choose an answer from {negative/neutral/positive},New #bitcoin block 000000000000000000110c6088b447cd0e9eca66d321b19218027aa5a2fba391 mined at height 514759.,Positive,### Instruction: Detect the sentiment of the tweet. Please choose an answer from {negative/neutral/positive} ### Human: New #bitcoin block 000000000000000000110c6088b447cd0e9eca66d321b19218027aa5a2fba391 mined at height 514759. ### Assistant: Positive
Detect the sentiment of the tweet. Please choose an answer from {negative/neutral/positive},New #bitcoin block 00000000000000000021c74f60ebbe8111e38b6a6d14b91d918ec68a9cab17f1 mined at height 514760.,Positive,### Instruction: Detect the sentiment of the tweet. Please choose an answer from {negative/neutral/positive} ### Human: New #bitcoin block 00000000000000000021c74f60ebbe8111e38b6a6d14b91d918ec68a9cab17f1 mined at height 514760. ### Assistant: Positive
Detect the sentiment of the tweet. Please choose an answer from {negative/neutral/positive},New #bitcoin block 000000000000000000414d2134cf429c8a8ee667dbe1ff76a32ea809068114aa mined at height 514761.,Positive,### Instruction: Detect the sentiment of the tweet. Please choose an answer from {negative/neutral/positive} ### Human: New #bitcoin block 000000000000000000414d2134cf429c8a8ee667dbe1ff76a32ea809068114aa mined at height 514761. ### Assistant: Positive
Detect the sentiment of the tweet. Please choose an answer from {negative/neutral/positive},"Fri Mar 23 04:54:29 2018 (0:17)
USD : 8394.66
Wght: 0.42
Blk#: 514761
Size: 9.9 KB
TXs:  26
Pool: 75 (0.0 MB)
#bitcoin",Neutral,"### Instruction: Detect the sentiment of the tweet. Please choose an answer from {negative/neutral/positive} ### Human: Fri Mar 23 04:54:29 2018 (0:17)
USD : 8394.66
Wght: 0.42
Blk#: 514761
Size: 9.9 KB
TXs:  26
Pool: 75 (0.0 MB)
#bitcoin ### Assistant: Neutral"
Detect the sentiment of the tweet. Please choose an answer from {negative/neutral/positive},"@WeTrustPlatform @el33th4xor Thanks! We are indeed the first #bitcoin nonprofit, est. 2013 🙌🏾",Positive,"### Instruction: Detect the sentiment of the tweet. Please choose an answer from {negative/neutral/positive} ### Human: @WeTrustPlatform @el33th4xor Thanks! We are indeed the first #bitcoin nonprofit, est. 2013 🙌🏾 ### Assistant: Positive"
Detect the sentiment of the tweet. Please choose an answer from {negative/neutral/positive},"4661dbbb251658a2a2e9422ddd5eb7a1e189fb2532812454edb443b07e55beb9/1
says: Moving Mbit!
#opreturn #bitcoin",Neutral,"### Instruction: Detect the sentiment of the tweet. Please choose an answer from {negative/neutral/positive} ### Human: 4661dbbb251658a2a2e9422ddd5eb7a1e189fb2532812454edb443b07e55beb9/1
says: Moving Mbit!
#opreturn #bitcoin ### Assistant: Neutral"
Detect the sentiment of the tweet. Please choose an answer from {negative/neutral/positive},#Ilovebitcoin because there are no legal issues with using #bitcoin everywhere,Negative,### Instruction: Detect the sentiment of the tweet. Please choose an answer from {negative/neutral/positive} ### Human: #Ilovebitcoin because there are no legal issues with using #bitcoin everywhere ### Assistant: Negative
Detect the sentiment of the tweet. Please choose an answer from {negative/neutral/positive},@emcgillivray @ncweaver @random_walker Bitcoin is not equal to blockchain,Neutral,### Instruction: Detect the sentiment of the tweet. Please choose an answer from {negative/neutral/positive} ### Human: @emcgillivray @ncweaver @random_walker Bitcoin is not equal to blockchain ### Assistant: Neutral
Detect the sentiment of the tweet. Please choose an answer from {negative/neutral/positive},"@_Kevin_Pham Although were #AdamSmith around today he might call it an #InvisibleVirtualHand.

#cryptocurrency #blockchain #bitcoin $BTC",Neutral,"### Instruction: Detect the sentiment of the tweet. Please choose an answer from {negative/neutral/positive} ### Human: @_Kevin_Pham Although were #AdamSmith around today he might call it an #InvisibleVirtualHand.

#cryptocurrency #blockchain #bitcoin $BTC ### Assistant: Neutral"
Detect the sentiment of the tweet. Please choose an answer from {negative/neutral/positive},"semangat mengumpulkan bitcoin, Earn bitcoin on a daily basis!

1. Follow @slidecoin 
2. Complete instructions in pinned tweet",Positive,"### Instruction: Detect the sentiment of the tweet. Please choose an answer from {negative/neutral/positive} ### Human: semangat mengumpulkan bitcoin, Earn bitcoin on a daily basis!

1. Follow @slidecoin 
2. Complete instructions in pinned tweet ### Assistant: Positive"
Detect the sentiment of the tweet. Please choose an answer from {negative/neutral/positive},"Earn bitcoin on a daily basis!

1. Follow @slidecoin 
2. Complete instructions in pinned tweet",Positive,"### Instruction: Detect the sentiment of the tweet. Please choose an answer from {negative/neutral/positive} ### Human: Earn bitcoin on a daily basis!

1. Follow @slidecoin 
2. Complete instructions in pinned tweet ### Assistant: Positive"
Detect the sentiment of the tweet. Please choose an answer from {negative/neutral/positive},I feel like most of the stock drops are because of amerixan owned bitcoin owners though,Positive,### Instruction: Detect the sentiment of the tweet. Please choose an answer from {negative/neutral/positive} ### Human: I feel like most of the stock drops are because of amerixan owned bitcoin owners though ### Assistant: Positive
Detect the sentiment of the tweet. Please choose an answer from {negative/neutral/positive},Current price of Bitcoin is $8419.00 #Bitcoin #Bithound,Neutral,### Instruction: Detect the sentiment of the tweet. Please choose an answer from {negative/neutral/positive} ### Human: Current price of Bitcoin is $8419.00 #Bitcoin #Bithound ### Assistant: Neutral
Detect the sentiment of the tweet. Please choose an answer from {negative/neutral/positive},I think because of the law in america....it is definetly hurting american bitcoin owners compared to in eu vs korea,Neutral,### Instruction: Detect the sentiment of the tweet. Please choose an answer from {negative/neutral/positive} ### Human: I think because of the law in america....it is definetly hurting american bitcoin owners compared to in eu vs korea ### Assistant: Neutral
Detect the sentiment of the tweet. Please choose an answer from {negative/neutral/positive},Valores | dolar R$3.3019 | BITCOIN(MCDTBC) R$30399.00000000 | BITCOIN(BLCHAIN) R$27878.6590054 | LITECOIN(MCDTBC) R$576.80000000,Neutral,### Instruction: Detect the sentiment of the tweet. Please choose an answer from {negative/neutral/positive} ### Human: Valores | dolar R$3.3019 | BITCOIN(MCDTBC) R$30399.00000000 | BITCOIN(BLCHAIN) R$27878.6590054 | LITECOIN(MCDTBC) R$576.80000000 ### Assistant: Neutral
Detect the sentiment of the tweet. Please choose an answer from {negative/neutral/positive},"Earn bitcoin on a daily basis!

1. Follow @slidecoin 
2. Complete instructions in pinned tweet",Positive,"### Instruction: Detect the sentiment of the tweet. Please choose an answer from {negative/neutral/positive} ### Human: Earn bitcoin on a daily basis!

1. Follow @slidecoin 
2. Complete instructions in pinned tweet ### Assistant: Positive"
Detect the sentiment of the tweet. Please choose an answer from {negative/neutral/positive},We need a bounce here or these next few weeks are gonna be ugly... $BTCUSD #bitcoin,Negative,### Instruction: Detect the sentiment of the tweet. Please choose an answer from {negative/neutral/positive} ### Human: We need a bounce here or these next few weeks are gonna be ugly... $BTCUSD #bitcoin ### Assistant: Negative
Detect the sentiment of the tweet. Please choose an answer from {negative/neutral/positive},Which will launch first? $crypto #bitcoin,Positive,### Instruction: Detect the sentiment of the tweet. Please choose an answer from {negative/neutral/positive} ### Human: Which will launch first? $crypto #bitcoin ### Assistant: Positive
Detect the sentiment of the tweet. Please choose an answer from {negative/neutral/positive},"Bad news: Bitcoin on the decline.
Current Rate: 8413.21 USD = 1 BTC",Negative,"### Instruction: Detect the sentiment of the tweet. Please choose an answer from {negative/neutral/positive} ### Human: Bad news: Bitcoin on the decline.
Current Rate: 8413.21 USD = 1 BTC ### Assistant: Negative"
Detect the sentiment of the tweet. Please choose an answer from {negative/neutral/positive},"@ #1, Bitcoin with unit price of $8,444.11, market cap of $142,996,569,692 (44.33%), and 24 hr vol. of $5,470,960,000 (37.57%)",Neutral,"### Instruction: Detect the sentiment of the tweet. Please choose an answer from {negative/neutral/positive} ### Human: @ #1, Bitcoin with unit price of $8,444.11, market cap of $142,996,569,692 (44.33%), and 24 hr vol. of $5,470,960,000 (37.57%) ### Assistant: Neutral"
Detect the sentiment of the tweet. Please choose an answer from {negative/neutral/positive},"Mar 22, 2018 09:00PM #Bitcoin Price:
USD 8671.55 | EUR 7036.48 | JPY 924287.55",Neutral,"### Instruction: Detect the sentiment of the tweet. Please choose an answer from {negative/neutral/positive} ### Human: Mar 22, 2018 09:00PM #Bitcoin Price:
USD 8671.55 | EUR 7036.48 | JPY 924287.55 ### Assistant: Neutral"
Detect the sentiment of the tweet. Please choose an answer from {negative/neutral/positive},"Bitcoin - BTC
Price: $8,442.21
Change in 1h: -0.08%
Market cap: $142,964,183,134.00
Ranking: 1
#Bitcoin #BTC",Neutral,"### Instruction: Detect the sentiment of the tweet. Please choose an answer from {negative/neutral/positive} ### Human: Bitcoin - BTC
Price: $8,442.21
Change in 1h: -0.08%
Market cap: $142,964,183,134.00
Ranking: 1
#Bitcoin #BTC ### Assistant: Neutral"
Detect the sentiment of the tweet. Please choose an answer from {negative/neutral/positive},"BTC-NXT AskRate: 0.00001621 #Bittrex  #NXT $NXT #NXT #altcoin #crypto #bitcoin
 ♥ FOLLOW for PROFIT",Positive,"### Instruction: Detect the sentiment of the tweet. Please choose an answer from {negative/neutral/positive} ### Human: BTC-NXT AskRate: 0.00001621 #Bittrex  #NXT $NXT #NXT #altcoin #crypto #bitcoin
 ♥ FOLLOW for PROFIT ### Assistant: Positive"
Detect the sentiment of the tweet. Please choose an answer from {negative/neutral/positive},"#USD #bitcoin Index:
  11894 satoshi’s = $1
  #silver: 0.002 btc/oz",Neutral,"### Instruction: Detect the sentiment of the tweet. Please choose an answer from {negative/neutral/positive} ### Human: #USD #bitcoin Index:
  11894 satoshi’s = $1
  #silver: 0.002 btc/oz ### Assistant: Neutral"
Detect the sentiment of the tweet. Please choose an answer from {negative/neutral/positive},Current BTC Dominance: 44.33% #Bitcoin #Altcoin #Cryptocurrency,Neutral,### Instruction: Detect the sentiment of the tweet. Please choose an answer from {negative/neutral/positive} ### Human: Current BTC Dominance: 44.33% #Bitcoin #Altcoin #Cryptocurrency ### Assistant: Neutral
Detect the sentiment of the tweet. Please choose an answer from {negative/neutral/positive},"Average Bitcoin market price is: USD 8,413.21, EUR 6,824.42",Negative,"### Instruction: Detect the sentiment of the tweet. Please choose an answer from {negative/neutral/positive} ### Human: Average Bitcoin market price is: USD 8,413.21, EUR 6,824.42 ### Assistant: Negative"
Detect the sentiment of the tweet. Please choose an answer from {negative/neutral/positive},"Bitcoin:$8442.21
Ethereum:$516.396
Bitcoin Cash:$971.068
Litecoin:$159.128
Ripple:$0.634595
IOTA:$1.27617",Neutral,"### Instruction: Detect the sentiment of the tweet. Please choose an answer from {negative/neutral/positive} ### Human: Bitcoin:$8442.21
Ethereum:$516.396
Bitcoin Cash:$971.068
Litecoin:$159.128
Ripple:$0.634595
IOTA:$1.27617 ### Assistant: Neutral"
Detect the sentiment of the tweet. Please choose an answer from {negative/neutral/positive},"1 bitcoin = $8444.11 / 6853.661€
1 bitcoin-cash = $971.068 / 788.167€
1 ethereum = $516.395 / 419.132€
#bitcoin #ethereum #bitcoincash",Neutral,"### Instruction: Detect the sentiment of the tweet. Please choose an answer from {negative/neutral/positive} ### Human: 1 bitcoin = $8444.11 / 6853.661€
1 bitcoin-cash = $971.068 / 788.167€
1 ethereum = $516.395 / 419.132€
#bitcoin #ethereum #bitcoincash ### Assistant: Neutral"
Detect the sentiment of the tweet. Please choose an answer from {negative/neutral/positive},2018-03-23 04:00 UTC Bitcoin Price: 8407.91 USD,Neutral,### Instruction: Detect the sentiment of the tweet. Please choose an answer from {negative/neutral/positive} ### Human: 2018-03-23 04:00 UTC Bitcoin Price: 8407.91 USD ### Assistant: Neutral
Detect the sentiment of the tweet. Please choose an answer from {negative/neutral/positive},Google will Create its Own Blockchain in the Future: Report #crypto #bitcoin #trading,Positive,### Instruction: Detect the sentiment of the tweet. Please choose an answer from {negative/neutral/positive} ### Human: Google will Create its Own Blockchain in the Future: Report #crypto #bitcoin #trading ### Assistant: Positive
Detect the sentiment of the tweet. Please choose an answer from {negative/neutral/positive},"1 #BTC (#Bitcoin) quotes:
$8407.31/$8418.06 #Bitstamp
$8407.77/$8413.40 #Kraken
⇢$-10.29/$6.09
$8360.00/$8444.03 #Coinbase
⇢$-58.06/$36.72",Neutral,"### Instruction: Detect the sentiment of the tweet. Please choose an answer from {negative/neutral/positive} ### Human: 1 #BTC (#Bitcoin) quotes:
$8407.31/$8418.06 #Bitstamp
$8407.77/$8413.40 #Kraken
⇢$-10.29/$6.09
$8360.00/$8444.03 #Coinbase
⇢$-58.06/$36.72 ### Assistant: Neutral"
Detect the sentiment of the tweet. Please choose an answer from {negative/neutral/positive},Top 6 BTC/USD Exchange Orderbooks: Resistance til $8700:$27.5M; Support til $8200:$36.7M $BTC $BTCUSD #bitcoin #orderbook #markets #trading,Positive,### Instruction: Detect the sentiment of the tweet. Please choose an answer from {negative/neutral/positive} ### Human: Top 6 BTC/USD Exchange Orderbooks: Resistance til $8700:$27.5M; Support til $8200:$36.7M $BTC $BTCUSD #bitcoin #orderbook #markets #trading ### Assistant: Positive
Detect the sentiment of the tweet. Please choose an answer from {negative/neutral/positive},#XEM Price is 0.00003316 (+0.00000015) #BTC / 0.278311 (+0.00234) #USD. Market rank is 13. #nem #bitcoin #blockchain,Negative,### Instruction: Detect the sentiment of the tweet. Please choose an answer from {negative/neutral/positive} ### Human: #XEM Price is 0.00003316 (+0.00000015) #BTC / 0.278311 (+0.00234) #USD. Market rank is 13. #nem #bitcoin #blockchain ### Assistant: Negative
